"","GEOID","numberCrimes","STATEFP","COUNTYFP","TRACTCE","NAME","NAMELSAD","MTFCC","FUNCSTAT","ALAND","AWATER","INTPTLAT","INTPTLON","name","state","county","tract","TOTAL","MEDIANHOUSEINCOME","BLACK","UNEMPLOYED","INLABORFORCE","POVERTY"
"1","36067000100",45,"36","067","000100","1","Census Tract 1","G5020","S",4842968,1284980,"+43.0691355","-076.1730170","Census Tract 1, Onondaga County, New York","36","067","000100",644,49342,79,39,374,147
"2","36067000200",11,"36","067","000200","2","Census Tract 2","G5020","S",1095301,0,"+43.0747759","-076.1583997","Census Tract 2, Onondaga County, New York","36","067","000200",3042,35876,230,129,1454,1280
"3","36067000200",11,"36","067","000200","2","Census Tract 2","G5020","S",1095301,0,"+43.0747759","-076.1583997","Census Tract 2, Onondaga County, New York","36","067","000200",3042,35876,230,129,1454,1280
"4","36067000200",11,"36","067","000200","2","Census Tract 2","G5020","S",1095301,0,"+43.0747759","-076.1583997","Census Tract 2, Onondaga County, New York","36","067","000200",3042,35876,230,129,1454,1280
"5","36067000200",11,"36","067","000200","2","Census Tract 2","G5020","S",1095301,0,"+43.0747759","-076.1583997","Census Tract 2, Onondaga County, New York","36","067","000200",3042,35876,230,129,1454,1280
"6","36067000300",2,"36","067","000300","3","Census Tract 3","G5020","S",574913,0,"+43.0812047","-076.1483599","Census Tract 3, Onondaga County, New York","36","067","000300",1635,46406,293,56,825,179
"7","36067000300",2,"36","067","000300","3","Census Tract 3","G5020","S",574913,0,"+43.0812047","-076.1483599","Census Tract 3, Onondaga County, New York","36","067","000300",1635,46406,293,56,825,179
"8","36067000300",2,"36","067","000300","3","Census Tract 3","G5020","S",574913,0,"+43.0812047","-076.1483599","Census Tract 3, Onondaga County, New York","36","067","000300",1635,46406,293,56,825,179
"9","36067000300",2,"36","067","000300","3","Census Tract 3","G5020","S",574913,0,"+43.0812047","-076.1483599","Census Tract 3, Onondaga County, New York","36","067","000300",1635,46406,293,56,825,179
"10","36067000300",2,"36","067","000300","3","Census Tract 3","G5020","S",574913,0,"+43.0812047","-076.1483599","Census Tract 3, Onondaga County, New York","36","067","000300",1635,46406,293,56,825,179
"11","36067000300",2,"36","067","000300","3","Census Tract 3","G5020","S",574913,0,"+43.0812047","-076.1483599","Census Tract 3, Onondaga County, New York","36","067","000300",1635,46406,293,56,825,179
"12","36067000300",2,"36","067","000300","3","Census Tract 3","G5020","S",574913,0,"+43.0812047","-076.1483599","Census Tract 3, Onondaga County, New York","36","067","000300",1635,46406,293,56,825,179
"13","36067000300",2,"36","067","000300","3","Census Tract 3","G5020","S",574913,0,"+43.0812047","-076.1483599","Census Tract 3, Onondaga County, New York","36","067","000300",1635,46406,293,56,825,179
"14","36067000300",2,"36","067","000300","3","Census Tract 3","G5020","S",574913,0,"+43.0812047","-076.1483599","Census Tract 3, Onondaga County, New York","36","067","000300",1635,46406,293,56,825,179
"15","36067000400",10,"36","067","000400","4","Census Tract 4","G5020","S",1524699,0,"+43.0762560","-076.1378045","Census Tract 4, Onondaga County, New York","36","067","000400",3402,41935,449,98,1870,549
"16","36067000400",10,"36","067","000400","4","Census Tract 4","G5020","S",1524699,0,"+43.0762560","-076.1378045","Census Tract 4, Onondaga County, New York","36","067","000400",3402,41935,449,98,1870,549
"17","36067000400",10,"36","067","000400","4","Census Tract 4","G5020","S",1524699,0,"+43.0762560","-076.1378045","Census Tract 4, Onondaga County, New York","36","067","000400",3402,41935,449,98,1870,549
"18","36067000400",10,"36","067","000400","4","Census Tract 4","G5020","S",1524699,0,"+43.0762560","-076.1378045","Census Tract 4, Onondaga County, New York","36","067","000400",3402,41935,449,98,1870,549
"19","36067000400",10,"36","067","000400","4","Census Tract 4","G5020","S",1524699,0,"+43.0762560","-076.1378045","Census Tract 4, Onondaga County, New York","36","067","000400",3402,41935,449,98,1870,549
"20","36067000400",10,"36","067","000400","4","Census Tract 4","G5020","S",1524699,0,"+43.0762560","-076.1378045","Census Tract 4, Onondaga County, New York","36","067","000400",3402,41935,449,98,1870,549
"21","36067000400",10,"36","067","000400","4","Census Tract 4","G5020","S",1524699,0,"+43.0762560","-076.1378045","Census Tract 4, Onondaga County, New York","36","067","000400",3402,41935,449,98,1870,549
"22","36067000400",10,"36","067","000400","4","Census Tract 4","G5020","S",1524699,0,"+43.0762560","-076.1378045","Census Tract 4, Onondaga County, New York","36","067","000400",3402,41935,449,98,1870,549
